label,tempo,time_signature,key,loudness
alternative,125.226,5,2,-14.12
classical,72.582,3,4,-17.609
hip hop,119.983,4,10,-9.035
southern gospel,96.622,4,5,-7.356
alternative hip hop,125.077,4,11,-4.897
experimental rock,67.03,4,0,-19.585
tango,188.626,1,7,-10.232
hip hop,106.825,4,9,-5.263
dubstep,141.36,3,8,-6.536
religious music,100.399,4,1,-21.669
blues-rock,106.492,4,8,-9.102
dubstep,101.926,1,4,-6.494
chamber music,176.122,1,0,-14.383
hardcore punk,185.453,7,2,-5.218
blues-rock,94.161,4,3,-14.089
space age pop,151.195,3,0,-19.61
german pop,90.954,4,5,-11.016
jazz funk,105.994,4,0,-4.152
pop folk,88.015,4,10,-5.942
indie rock,74.576,1,7,-14.848
tech house,83.991,3,2,-11.941
hip hop,83.321,5,11,-7.486
rock 'n roll,82.461,4,7,-15.036
hardcore punk,209.141,4,3,-3.696
vocal jazz,123.96,5,5,-5.613
rock 'n roll,196.52,3,9,-16.079
zouk,89.92,7,7,-8.756
cantonese pop,101.37,4,11,-8.698
grime,145.064,4,7,-8.862
punk,152.899,4,0,-14.683
post-grunge,86.308,4,9,-7.655
brill building pop,129.161,1,9,-7.541
brill building pop,79.112,3,10,-13.254
indie rock,150.226,4,10,-4.134
easy listening,87.153,1,9,-11.008
blue-eyed soul,118.563,4,11,-11.323
soundtrack,116.259,4,9,-16.039
dance rock,148.991,4,9,-4.802
country music,152.208,1,4,-5.809
country gospel,113.293,1,8,-13.483
brazilian pop music,118.047,1,0,-10.874
power pop,158.795,4,11,-8.649
space age pop,130.831,1,7,-11.826
game,130.195,4,0,-15.835
vaudeville,162.993,1,2,-22.55
country rock,187.128,4,9,-14.406
psychobilly,94.754,4,0,-6.264
christian rock,87.779,4,11,-3.861
blues-rock,102.984,4,7,-8.064
jug band,139.606,1,11,-14.897
chicago soul,84.955,3,5,-9.998
power pop,159.784,1,1,-8.394
rock,121.518,5,3,-6.736
gospel,150.405,4,8,-18.697
hip hop,180.415,3,9,-8.343
post-hardcore,143.59,4,5,-9.454
new age,102.015,4,1,-15.991
disco,132.974,4,11,-6.145
glam rock,35.691,4,2,-15.276
chanson,106.953,1,0,-15.966
hip hop,151.488,7,7,-4.547
salsa,101.345,4,7,-8.631
twee pop,169.994,4,9,-5.603
ccm,87.76,7,7,-9.598
indie rock,114.954,1,4,-14.309
post-grunge,148.027,4,0,-10.008
downtempo,87.003,4,10,-13.08
bass music,149.984,4,0,-12.624
beat,124.394,4,0,-11.793
southern gospel,180.073,4,5,-6.15
gangster rap,110.933,4,9,-9.545
happy hardcore,134.648,4,8,-9.68
glam,143.126,4,4,-4.689
funk rock,142.453,5,5,-21.978
folk rock,99.995,1,7,-4.535
irish folk,90.255,4,3,-15.892
death core,174.424,7,2,-5.056
lovers rock,130.812,4,0,-7.097
hip hop,174.731,4,4,-3.353
pop rap,129.997,4,1,-6.502
honky tonk,110.43,4,8,-12.308
alternative rock,147.934,4,6,-6.103
dance pop,117.988,4,10,-7.762
kirtan,120.04,4,4,-11.556
chamber pop,243.981,4,5,-13.538
texas blues,94.557,4,7,-11.893
reggaeton,91.026,4,4,-4.13
cantonese pop,124.984,3,7,-15.198
roots reggae,159.943,4,1,-6.895
new wave,134.985,3,4,-7.687
bass music,88.12,5,11,-7.687
blues-rock,138.512,4,1,-9.989
roots reggae,81.025,3,2,-18.818
horror punk,212.293,4,11,-5.542
peace punk,104.231,1,2,-9.428
texas blues,116.461,3,5,-10.446
salsa,183.636,4,7,-14.305
ccm,108.351,4,9,-5.934
rockabilly,188.979,4,0,-7.391
meditation,131.991,4,11,-18.799
space age pop,103.532,1,8,-10.703
hard rock,99.761,1,9,-8.021
funk rock,93.715,5,10,-5.976
smooth jazz,137.658,4,0,-23.178
blues-rock,92.971,4,3,-4.325
heavy metal,131.5,4,2,-6.763
religious music,80.893,4,9,-7.386
soft rock,100.042,4,5,-15.433
french pop,107.986,4,4,-5.704
british pop,100.146,4,2,-7.588
experimental rock,110.1,4,5,-20.172
texas blues,121.616,4,1,-9.882
celtic,108.014,4,11,-12.958
guitarist,183.801,4,5,-9.924
pop rap,196.45,4,3,-11.502
pop rock,87.373,3,2,-7.436
comedy,112.964,3,5,-11.689
post-hardcore,136.147,4,4,-5.353
chanson,105.156,3,7,-16.904
cool jazz,94.064,7,1,-15.555
modern laika,107.55,4,8,-14.236
world beat,137.349,4,7,-5.252
glam rock,90.689,3,5,-12.936
bossa nova,80.789,1,5,-20.259
alternative dance,146.29,4,11,-5.729
neue deutsche welle,140.077,4,11,-7.996
funk metal,146.022,4,8,-7.894
tejano,195.109,4,9,-8.886
german pop,115.879,3,5,-7.069
easy listening,235.318,4,2,-26.458
hip hop,113.312,3,1,-8.745
pop punk,153.069,4,5,-5.205
happy hardcore,120.398,4,9,-15.272
pop rock,131.404,4,4,-12.538
easy listening,141.053,1,2,-9.318
free jazz,144.184,5,9,-17.985
disco,89.102,3,3,-28.215
vaudeville,60.778,4,0,-14.639
hardcore punk,203.29,4,11,-8.867
hip house,125.86,4,10,-8.902
charanga,65.914,4,5,-7.807
dance pop,100.82,4,4,-8.933
opera,179.998,4,10,-9.638
roots reggae,175.202,1,4,-17.266
country,69.995,4,2,-18.798
breakcore,124.429,3,10,-3.716
melodic hardcore,86.435,3,7,-6.024
british pop,159.849,4,1,-8.812
suomi rock,136.579,4,9,-8.997
blues-rock,120.427,4,10,-12.824
alternative metal,109.441,4,5,-3.778
country,142.409,4,7,-6.349
europop,131.999,4,7,-7.804
brill building pop,66.882,4,3,-17.806
chicago soul,105.863,4,10,-10.646
chicago soul,121.896,4,1,-16.489
dancehall,104.465,4,7,-6.712
motown,117.936,4,11,-5.193
tribal house,0.0,3,10,-7.327
latin jazz,78.843,7,7,-5.648
blues-rock,107.183,1,0,-7.961
italian disco,151.983,4,7,-12.746
reggae,152.99,4,8,-5.308
blues-rock,111.523,1,3,-9.186
greek,99.98,4,3,-8.318
salsa,108.292,4,10,-6.564
pop punk,142.069,4,9,-5.011
progressive trance,0.0,3,11,-11.531
latin jazz,70.256,3,9,-33.045
stand-up comedy,59.021,4,4,-15.497
rockabilly,117.867,3,2,-13.338
downtempo,190.038,4,5,-8.627
dance pop,123.861,4,2,-7.174
modern rock,144.252,1,11,-22.54
trip hop,118.326,4,11,-15.428
instrumental pop,100.366,3,11,-15.383
folk-pop,169.038,4,4,-14.199
honky tonk,131.45,3,5,-15.467
math rock,156.408,4,9,-4.928
chanson,96.096,1,9,-10.012
oi,199.379,4,10,-2.952
jazz funk,107.836,3,2,-6.112
roots reggae,102.581,5,7,-5.781
alternative country,139.99,1,1,-12.517
grunge,130.339,4,7,-14.338
reggae,97.039,3,11,-7.032
vocal jazz,115.45,4,4,-15.222
disco,97.396,4,1,-12.256
hip hop,174.014,4,1,-7.91
dancehall,95.044,4,2,-7.378
jazz funk,110.909,4,0,-16.532
tech house,126.914,4,7,-15.252
grunge,117.946,4,0,-9.407
cumbia,136.835,1,1,-9.737
blues-rock,93.42,1,4,-8.163
rock,92.897,4,10,-4.264
jazz fusion,99.024,4,9,-12.474
chanson,80.084,4,1,-11.061
hip hop,146.331,4,0,-4.523
pop rap,87.999,4,1,-5.05
orchestra,120.382,4,10,-16.477
post-hardcore,157.715,4,0,-4.707
early music,54.874,4,3,-24.14
free improvisation,86.981,5,4,-13.885
post-hardcore,77.15,3,7,-5.795
progressive metal,175.673,4,9,-4.393
chanson,124.059,4,0,-9.636
viking metal,163.086,4,4,-6.769
nu metal,143.963,4,1,-4.945
jazz funk,127.07,1,3,-4.909
death core,122.186,4,8,-7.148
dance pop,131.999,5,1,-6.278
soundtrack,86.901,5,5,-22.435
soukous,89.984,3,1,-9.387
reggae,110.873,4,7,-11.912
delta blues,129.584,4,7,-14.023
filk,88.576,5,5,-12.36
roots rock,156.285,1,7,-13.845
piano blues,63.255,4,0,-12.931
dancehall,137.425,3,1,-10.336
british pop,188.91,5,1,-7.057
heavy metal,87.899,1,4,-9.057
british pop,92.591,4,5,-8.515
soft rock,152.792,4,0,-7.222
bhangra,195.755,4,11,-3.423
rock,139.95,4,1,-4.857
honky tonk,102.707,4,9,-16.627
lovers rock,86.481,4,9,-5.85
stoner metal,97.265,3,9,-4.627
free jazz,154.731,5,3,-31.391
lovers rock,131.297,4,0,-9.603
future jazz,123.007,4,6,-8.337
shock rock,99.959,5,1,-3.312
chamber jazz,104.989,1,1,-25.651
hip hop,135.503,5,1,-6.619
power metal,84.992,4,0,-4.076
chill-out,79.96,3,2,-19.293
rap metal,105.095,4,4,-6.052
zouk,89.572,5,0,-7.164
vaudeville,101.029,1,8,-23.214
hip hop,129.956,5,1,-4.149
post-hardcore,137.913,5,2,-9.425
opera,92.731,1,0,-18.427
breakbeat,120.006,4,11,-5.36
jazz blues,90.814,4,3,-13.987
country rock,163.024,4,10,-7.198
latin jazz,173.649,4,7,-16.444
german pop,75.064,4,9,-9.923
swamp blues,107.008,4,4,-14.422
blues-rock,112.717,1,2,-14.039
screamo,129.493,1,4,-11.163
gangster rap,177.942,4,1,-6.696
tejano,130.203,1,11,-6.317
eurodance,50.499,1,0,-5.254
progressive house,129.976,4,10,-4.499
roots rock,107.848,4,9,-8.749
latin jazz,110.096,4,0,-16.945
pop rap,131.977,4,1,-13.615
rap,196.482,3,0,-19.771
motown,102.093,3,11,-7.551
flamenco,128.176,3,1,-5.013
texas blues,161.7,1,1,-10.173
folk rock,163.773,4,7,-7.657
musette,183.881,3,1,-6.997
big beat,119.787,4,1,-29.054
celtic rock,151.726,4,0,-8.545
dancehall,162.389,4,3,-6.513
bluegrass,95.523,3,4,-15.806
flamenco,100.232,4,4,-6.159
hip hop,177.886,4,1,-6.25
alternative metal,92.729,4,5,-7.938
chanson,132.794,4,7,-8.534
ska punk,140.033,4,5,-7.381
heavy metal,146.103,4,0,-6.44
lovers rock,181.187,4,9,-11.313
heartland rock,80.63,4,7,-11.938
detroit techno,155.023,4,7,-10.629
roots reggae,156.084,4,1,-6.53
musette,230.187,1,7,-8.031
british invasion,115.514,4,9,-12.065
parody,111.004,3,2,-10.321
experimental rock,123.004,4,11,-10.829
progressive house,127.984,4,5,-7.811
ccm,124.228,4,2,-4.714
orchestra,104.752,4,5,-13.767
chinese music,66.201,3,8,-6.18
tech house,131.999,4,11,-6.125
salsa,153.309,1,10,-17.886
pop rock,136.945,4,9,-5.548
progressive house,131.281,4,5,-21.82
exotica,124.056,4,5,-15.019
bossa nova,144.581,4,2,-8.151
r&b,85.322,1,11,-2.991
dancehall,152.172,4,7,-7.398
zouk,87.512,4,2,-5.941
chanson,130.993,5,2,-8.403
future jazz,130.002,4,7,-5.54
blues-rock,141.602,4,8,-13.324
lullaby,85.024,3,11,-15.618
post-hardcore,114.179,1,8,-5.176
modern rock,163.987,4,10,-6.493
blues-rock,136.842,1,4,-13.776
noise pop,131.388,4,10,-9.975
rock 'n roll,116.664,4,9,-7.124
oldies,156.32,1,0,-11.136
vocal jazz,98.501,7,7,-18.854
hip hop,90.032,4,7,-8.975
reggae,89.145,4,1,-5.531
chill-out,199.955,4,0,-8.522
cantonese pop,104.25,4,4,-9.059
dubstep,140.007,4,8,-12.597
freakbeat,116.243,3,5,-17.073
shoegaze,90.264,4,4,-6.1
chinese music,140.082,4,10,-6.923
latin jazz,112.93,4,7,-10.775
exotica,111.493,4,1,-16.034
delta blues,83.706,4,8,-9.841
neo soul,118.273,4,7,-8.414
progressive metal,108.039,4,2,-5.067
chanson,95.264,3,0,-13.828
gangster rap,98.431,4,1,-11.657
kraut rock,141.192,4,4,-6.183
europop,137.923,4,0,-4.594
future jazz,115.091,5,7,-9.09
hip hop,61.78,4,2,-27.284
delta blues,112.109,3,10,-14.526
chanson,85.435,4,10,-11.355
black metal,160.059,4,5,-7.255
blues-rock,146.77,1,8,-8.239
gabba,87.006,4,4,-4.605
blues-rock,141.999,4,0,-9.46
oi,152.273,4,10,-5.829
polka,118.892,4,2,-4.586
chinese music,158.029,4,11,-6.966
modern rock,170.064,3,2,-7.695
pop punk,167.971,4,9,-4.413
flamenco,98.739,1,9,-7.814
punk,131.635,4,9,-5.341
urban folk,83.481,4,7,-7.339
country gospel,69.994,3,0,-16.498
trip hop,122.829,4,1,-6.573
r&b,89.966,4,11,-6.45
latin jazz,150.028,4,9,-10.222
modern rock,151.294,1,0,-12.464
ccm,99.644,4,2,-6.276
power pop,134.173,4,6,-8.458
chicago soul,56.083,1,4,-29.153
dancehall,189.263,4,1,-8.683
space age pop,97.849,3,7,-14.942
chicago soul,90.963,4,1,-5.442
indie rock,91.879,4,11,-3.879
hip hop,86.064,4,0,-9.592
instrumental pop,110.232,3,9,-23.161
blues-rock,95.072,4,7,-8.204
progressive house,94.08,3,2,-7.041
blues,90.637,1,7,-15.268
ccm,144.215,3,3,-11.869
dirty south rap,105.13,4,10,-10.444
congo,140.08,4,2,-13.256
rapcore,141.165,3,9,-10.562
ccm,100.771,4,7,-12.958
progressive house,135.984,5,7,-6.212
brill building pop,129.275,1,6,-7.766
merengue,120.01,4,10,-5.764
blues-rock,75.887,3,9,-8.039
los angeles,191.964,4,9,-8.368
texas blues,157.204,4,8,-17.032
latin pop,152.249,4,0,-7.264
christian metal,166.281,1,11,-5.209
pop rock,142.192,4,4,-7.054
melodic hardcore,125.177,3,1,-4.715
rock,128.951,4,6,-4.294
indie rock,93.315,5,7,-3.994
neo soul,119.959,4,7,-9.736
electro,145.88,4,11,-4.806
country gospel,108.873,4,7,-16.584
motown,91.003,4,4,-7.493
progressive house,165.152,4,0,-8.284
thrash core,85.804,5,2,-5.124
progressive house,126.8,3,11,-8.325
pop rock,89.923,4,8,-9.317
soukous,126.037,4,4,-13.319
new jack swing,94.921,7,2,-10.338
dancehall,86.535,4,7,-10.006
blues-rock,155.577,4,2,-5.67
heavy metal,142.981,4,0,-13.093
americana,116.878,4,10,-6.72
dub,136.936,4,9,-11.727
pop rap,159.989,4,10,-4.376
progressive house,132.049,4,0,-5.253
brazilian pop music,62.776,5,11,-17.669
harmonica blues,163.085,4,3,-11.96
honky tonk,115.079,4,10,-7.183
bass music,91.101,4,10,-5.113
sympho black metal,152.6,5,7,-14.148
dark ambient,75.115,5,2,-22.737
uk garage,140.02,4,1,-8.678
pop punk,151.949,4,4,-5.038
orchestra,138.079,4,0,-11.776
hard bop,131.936,4,2,-14.43
ranchera,96.107,4,7,-7.006
roots reggae,139.037,4,1,-7.919
latin jazz,138.367,1,8,-6.39
ccm,115.407,3,6,-10.156
instrumental pop,103.465,3,0,-15.89
dream pop,138.986,4,2,-28.138
downtempo,90.009,4,5,-11.791
soundtrack,119.501,4,2,-2.912
j pop,72.788,4,8,-27.115
dance rock,221.658,4,1,-16.599
space age pop,69.782,1,5,-17.089
trip hop,137.699,5,5,-18.995
electronica,125.987,4,9,-4.576
roots rock,149.01,4,11,-5.029
electro,119.95,4,11,-6.354
skate punk,168.231,4,0,-1.674
roots rock,107.597,1,2,-12.316
techno,101.99,4,7,-10.893
video game music,120.02,1,10,-18.002
funk,145.525,3,8,-15.6
blues,92.122,1,9,-13.253
folk rock,111.915,3,0,-6.843
ccm,120.168,4,0,-12.102
progressive house,126.007,4,6,-9.532
salsa,103.198,4,0,-8.436
teen pop,138.443,4,7,-12.816
serialism,43.685,4,1,-21.601
ccm,98.01,4,2,-6.82
cantonese pop,99.605,4,5,-8.882
latin jazz,114.962,1,8,-13.352
post-grunge,97.995,4,0,-10.185
brazilian pop music,103.341,3,7,-14.095
industrial metal,85.599,3,11,-10.149
chill-out,93.778,4,9,-15.152
r&b,104.98,4,10,-13.25
piano blues,162.683,1,0,-25.654
alternative country,149.587,4,0,-15.783
latin pop,133.979,4,6,-7.112
power pop,90.459,1,2,-4.437
meditation,179.978,4,9,-8.577
ccm,135.968,4,11,-9.104
swiss,151.311,4,0,-4.667
parody,131.868,1,11,-13.231
hardcore punk,133.549,3,10,-3.83
death core,231.851,5,7,-3.402
indie rock,131.875,4,2,-12.166
mambo,88.765,4,7,-15.649
pop rock,128.47,4,6,-11.591
british invasion,140.66,4,2,-8.302
chanson,76.222,4,2,-13.47
cumbia,102.129,4,7,-7.202
salsa,99.494,4,3,-8.404
reggae,146.581,1,11,-8.252
pop rock,116.032,4,6,-4.533
ccm,38.416,4,1,-17.231
post-hardcore,131.018,1,11,-3.566
post-grunge,116.064,4,3,-4.183
rumba,103.991,4,4,-5.198
garage rock,145.514,1,9,-10.219
ccm,132.758,5,10,-10.813
hardcore hip hop,78.033,7,2,-10.467
dirty south rap,160.159,4,9,-7.765
grime,161.739,4,7,-10.383
country gospel,136.129,4,4,-14.761
chanson,182.376,4,2,-7.467
black metal,120.026,3,2,-1.493
pop rock,106.895,4,4,-15.646
lovers rock,165.183,4,6,-16.582
tribal house,125.008,4,7,-6.735
instrumental rock,116.055,1,2,-5.185
dance pop,99.831,4,2,-4.821
hip hop,96.716,4,7,-4.974
soundtrack,159.973,4,0,-17.319
ccm,98.937,4,7,-6.288
detroit techno,130.002,4,11,-11.429
western swing,171.527,4,3,-9.713
tejano,119.949,7,5,-9.059
ccm,85.563,5,0,-8.078
hard house,83.345,1,6,-5.094
rock steady,136.032,4,0,-10.091
video game music,110.106,5,7,-4.127
orchestra,102.04,4,10,-15.817
indie rock,84.679,4,0,-7.21
flamenco,170.739,3,0,-4.872
garage rock,127.294,4,7,-4.385
celtic,73.162,5,4,-19.834
charanga,121.658,4,5,-9.604
bossa nova,72.117,3,8,-12.182
los angeles,116.139,4,5,-14.606
dubstep,139.994,4,2,-11.357
chanson,132.586,1,0,-6.527
ragtime,75.768,3,0,-15.798
tejano,197.352,4,8,-8.936
indie rock,84.595,5,0,-5.098
salsa,109.23,4,10,-7.209
german pop,184.154,4,4,-7.57
reggaeton,192.013,4,4,-8.441
chill-out,104.323,4,0,-20.911
soundtrack,91.928,3,0,-26.312
screamo,175.911,4,1,-3.122
chanson,109.024,4,4,-12.489
glam metal,97.395,4,5,-10.844
dancehall,84.525,3,9,-7.098
chamber jazz,167.915,4,4,-14.188
post-grunge,140.666,4,0,-13.852
alternative rock,128.962,4,2,-5.126
pop rock,110.464,4,0,-25.671
power pop,99.809,4,8,-11.943
soft rock,124.521,4,0,-10.935
dancehall,180.132,4,1,-10.69
progressive house,183.897,3,2,-4.27
progressive house,125.055,4,9,-9.59
zouk,111.959,4,4,-9.493
country rock,89.972,3,9,-15.581
dancehall,176.022,4,2,-6.734
piano rock,122.94,4,11,-5.367
chicago blues,88.154,1,10,-17.7
tejano,85.216,1,7,-10.274
indie rock,137.766,4,11,-4.894
vaudeville,81.035,7,9,-11.371
post-hardcore,138.417,5,9,-7.215
bluegrass,177.752,4,4,-11.868
progressive house,104.988,4,11,-6.308
post-grunge,126.011,4,2,-15.299
breakcore,96.366,3,1,-17.838
ccm,114.209,3,8,-11.333
bossa nova,82.039,1,11,-17.502
indie rock,127.154,4,9,-6.78
teen pop,183.205,3,7,-11.08
hip hop,95.998,4,11,-4.328
pop rock,97.982,4,2,-4.727
ccm,113.894,4,5,-8.375
chamber jazz,91.681,3,5,-12.614
parody,112.06,4,10,-7.643
black metal,127.719,4,2,-19.586
downtempo,125.374,5,6,-8.595
soundtrack,91.954,4,5,-30.18
heavy metal,116.171,7,4,-11.164
alternative rock,152.999,4,2,-4.673
folk-pop,124.794,4,10,-6.376
dance pop,99.989,1,5,-6.131
post-grunge,118.049,4,2,-8.08
hard house,148.14,4,1,-9.405
kizomba,96.005,4,11,-5.366
ccm,105.99,4,0,-8.071
dancehall,95.697,4,11,-9.708
soul jazz,134.3,4,0,-16.422
salsa,116.862,4,0,-13.266
ska punk,205.559,1,9,-9.944
ccm,52.464,7,2,-16.705
orchestra,80.188,1,11,-11.954
nu jazz,95.938,1,10,-14.153
pop rap,68.86,1,4,-5.907
hardcore punk,196.327,4,7,-3.904
progressive trance,209.752,4,9,-7.234
italian disco,88.014,3,11,-12.411
hip hop,116.682,5,8,-7.625
jazz fusion,120.026,4,4,-13.751
power metal,69.965,4,2,-8.339
salsa,105.75,4,10,-7.616
gypsy jazz,124.122,1,2,-18.226
europop,86.464,4,6,-12.442
blues-rock,92.105,4,4,-4.38
ccm,42.486,4,7,-15.382
lullaby,168.106,3,2,-17.204
delta blues,101.772,4,9,-14.166
dance-punk,117.0,4,1,-17.763
lovers rock,168.049,4,9,-7.103
rock,134.02,4,1,-8.361
hardcore punk,162.384,1,4,-8.562
country gospel,149.748,4,8,-9.735
post-grunge,130.35,4,1,-5.968
chicago soul,93.734,4,10,-9.522
post-grunge,143.224,1,2,-2.648
bluegrass,138.279,3,0,-8.52
british blues,175.154,1,10,-12.176
meditation,180.825,4,0,-23.212
honky tonk,139.56,7,0,-13.616
dub,119.981,4,7,-7.464
los angeles,112.015,3,5,-13.528
soul blues,90.102,7,10,-9.64
alternative metal,132.949,3,1,-5.954
samba,102.043,4,5,-12.509
progressive house,125.063,4,2,-7.387
twee pop,124.981,7,4,-13.959
blues-rock,118.444,4,11,-8.814
honky tonk,98.824,4,4,-12.169
post-grunge,85.787,4,4,-3.863
doo-wop,88.675,1,8,-9.206
soukous,111.997,4,7,-11.008
soul blues,80.498,4,7,-6.506
chill-out,160.011,4,1,-12.068
christian hardcore,114.594,4,7,-4.684
funk metal,88.753,4,6,-5.606
post-grunge,183.662,3,11,-6.676
turnablism,126.927,4,6,-9.689
dancehall,69.594,3,1,-3.669
lullaby,96.962,4,1,-13.943
world beat,100.16,4,0,-18.812
italian disco,168.039,4,10,-12.197
death core,82.585,4,0,-16.895
breakbeat,140.021,3,7,-7.785
pop rock,95.7,4,9,-3.402
power pop,155.958,4,11,-8.475
modern rock,102.072,7,8,-10.374
alternative dance,129.282,1,11,-13.229
rock,126.711,3,9,-7.04
french pop,89.977,4,4,-10.621
opera,95.469,4,5,-23.045
reggaeton,195.985,4,4,-4.335
southern gospel,105.994,4,1,-7.104
samba,130.892,4,4,-13.205
country rock,99.644,1,7,-8.249
hard trance,108.176,4,6,-3.682
pop rock,122.852,4,8,-10.571
hip hop,187.893,1,8,-3.956
hardcore punk,127.157,4,5,-9.233
hip hop,99.058,4,11,-8.611
alternative metal,141.813,4,4,-3.18
country rock,42.75,4,2,-12.67
post-hardcore,0.0,0,2,-7.192
ccm,77.069,5,3,-14.848
roots reggae,145.618,4,9,-14.883
neoclassical,142.196,4,8,-9.81
progressive house,128.067,4,5,-9.0
tejano,85.772,7,10,-8.573
stand-up comedy,75.367,7,9,-14.041
post-grunge,166.064,4,11,-6.379
post-grunge,135.776,3,9,-11.284
cumbia,91.699,4,8,-6.203
pop rock,152.001,4,2,-5.635
hip hop,174.651,4,1,-2.274
patriotic,125.124,4,10,-17.527
ska,132.61,4,3,-8.295
dance pop,85.318,1,10,-4.204
blues-rock,119.089,3,9,-8.88
flamenco,64.475,4,4,-10.0
folk-pop,71.984,4,11,-5.902
latin jazz,168.303,4,8,-9.575
chinese music,100.059,3,8,-6.779
chanson,164.618,4,7,-20.541
honky tonk,126.714,3,0,-12.818
free jazz,96.411,3,4,-12.326
rock,167.111,1,7,-6.776
black metal,91.144,7,9,-5.283
blues-rock,100.573,4,7,-9.391
country blues,170.897,4,9,-10.736
alternative hip hop,136.116,4,7,-4.293
ballad,117.696,1,3,-9.67
opera,75.377,7,5,-20.731
honky tonk,100.932,5,5,-15.159
merengue,124.129,4,5,-4.537
trip hop,133.529,4,6,-9.706
hip hop,180.126,4,9,-6.633
stoner metal,142.639,3,7,-9.036
shoegaze,109.743,4,1,-22.721
easy listening,159.941,4,7,-12.965
blue-eyed soul,134.123,4,4,-14.241
lovers rock,157.201,4,2,-7.847
folk metal,150.05,4,7,-4.516
irish folk,175.325,4,2,-9.181
celtic,148.524,4,9,-13.7
death metal,171.613,1,7,-8.068
soft rock,100.422,4,9,-14.343
oi,128.822,1,9,-5.901
post-grunge,101.976,3,7,-9.953
country rock,181.9,4,2,-8.787
blues-rock,120.611,4,9,-13.869
funk rock,95.88,4,0,-6.759
freakbeat,95.735,4,3,-5.144
alternative country,125.986,4,6,-8.843
ghetto tech,128.033,7,1,-7.971
no wave,123.182,4,7,-14.009
bossa nova,87.799,4,0,-7.327
zouk,67.987,3,5,-6.982
southern rock,102.066,4,11,-6.391
ccm,130.441,4,0,-12.094
blues-rock,99.593,4,0,-14.007
sympho black metal,96.711,4,7,-6.003
dancehall,209.649,4,10,-9.893
post-hardcore,87.539,4,9,-3.343
roots reggae,86.752,1,9,-5.788
choro,105.72,1,2,-16.407
ccm,83.594,4,0,-8.582
hip hop,110.048,4,8,-18.604
zydeco,158.832,4,0,-11.712
salsa,75.826,7,1,-6.991
chill-out,121.667,5,2,-16.683
eurodance,86.719,1,4,-8.345
big beat,100.019,4,10,-5.603
post-hardcore,143.021,4,5,-5.249
gangster rap,135.059,3,9,-3.991
free jazz,67.598,5,7,-16.181
eurodance,100.168,3,10,-7.264
meditation,70.891,1,3,-21.392
country rock,136.621,4,2,-9.653
hip hop,181.3,7,11,-5.511
rock 'n roll,150.526,4,6,-8.889
miami bass,123.696,4,4,-10.803
tech house,125.057,4,8,-10.711
rock 'n roll,208.517,1,10,-10.557
dance pop,83.49,4,5,-8.147
digital hardcore,93.909,4,11,-8.571
blues-rock,165.76,4,6,-17.864
zouk,98.18,7,9,-12.878
jazz,128.162,4,11,-18.696
country rock,117.507,4,2,-10.562
charanga,126.922,4,2,-9.535
ccm,124.709,3,1,-13.295
doom metal,219.518,7,2,-8.259
blues,94.085,4,0,-16.313
celtic fusion,82.856,3,5,-13.353
cantonese pop,86.658,5,2,-9.447
tech house,124.985,4,7,-9.915
jump blues,87.635,4,7,-7.335
reggaeton,110.17,4,6,-7.581
gangster rap,167.984,4,2,-6.488
pop,149.917,4,1,-4.757
power pop,182.756,5,9,-9.277
rumba,152.168,1,0,-8.275
chanson francaise,130.164,4,0,-8.339
latin jazz,218.681,4,2,-12.192
musette,63.295,7,0,-20.251
pop rock,120.051,4,4,-8.76
texas blues,112.719,4,6,-10.958
kizomba,95.32,4,0,-13.679
musette,89.689,4,7,-6.371
honky tonk,117.993,4,2,-7.625
blues-rock,106.719,3,7,-13.202
turnablism,158.327,4,2,-4.08
country rock,93.618,4,9,-12.495
hard rock,74.811,1,2,-20.491
northern soul,158.857,4,0,-9.903
patriotic,168.527,4,4,-15.689
chamber jazz,102.02,3,7,-26.675
samba,52.054,4,2,-14.645
salsa,200.826,4,11,-5.434
opera,96.775,5,11,-20.02
gangster rap,93.951,4,8,-11.36
chill-out,124.136,1,10,-10.44
hard trance,84.619,3,3,-12.078
zydeco,65.64,4,9,-19.547
honky tonk,110.076,4,2,-10.208
chinese music,109.748,4,6,-6.179
marrabenta,187.46,3,2,-6.479
smooth jazz,124.893,4,5,-13.414
ccm,101.241,5,9,-9.024
chill-out,87.001,4,11,-9.894
singer-songwriter,101.526,3,9,-8.023
salsa,177.255,4,8,-4.561
black metal,83.108,5,2,-3.086
reggaeton,120.002,4,0,-9.737
oi,135.386,1,11,-7.89
lullaby,161.387,7,8,-24.399
roots reggae,175.628,1,7,-9.351
highlife,115.196,4,0,-10.703
funk rock,200.039,3,10,-9.514
blues-rock,87.785,3,4,-4.118
southern gospel,116.521,1,7,-10.654
roots reggae,158.242,4,6,-8.28
space age pop,108.498,3,10,-12.675
jazz funk,96.931,1,7,-8.127
flamenco,148.105,4,6,-10.905
smooth jazz,85.952,4,10,-12.547
meditation,130.77,1,0,-36.037
instrumental rock,108.162,4,7,-11.968
gangster rap,92.482,4,11,-6.388
pop rock,119.394,4,4,-6.607
bossa nova,86.28,4,4,-13.615
german pop,141.358,4,8,-10.745
japanese,80.129,4,4,-12.964
southern gospel,100.022,4,2,-8.533
northern soul,108.103,4,10,-9.931
disco,125.999,4,11,-6.751
